replicate,rho_raw,rho_bias_corrected
4376,1.912751,1.008732
4377,2.173249,1.069197
4378,2.106486,2.027296
4379,2.365739,3.406705
4380,1.989593,1.035885
4381,1.90287,1.060896
4382,1.655093,2.209297
4383,2.187089,2.262505
4384,2.304583,1.589366
4385,2.439739,1.257746
4386,2.582006,0.822404
4387,2.098077,1.417735
4388,2.761165,1.283501
4389,2.206439,1.044466
4390,1.778939,1.466513
4391,2.090424,0.913504
4392,1.857028,1.707298
4393,2.226212,2.814323
4394,2.064081,1.541014
4395,1.992796,0.95155
4396,1.89681,0.5389
4397,2.109645,1.678814
4398,1.93523,1.071108
4399,1.946973,1.624288
4400,1.955135,0.91397
4401,2.112332,1.26045
4402,2.244282,3.009083
4403,2.60109,1.438008
4404,1.874891,1.324115
4405,2.427503,2.906197
4406,2.066463,2.77047
4407,1.987992,1.4796
4408,2.146824,1.353877
4409,2.054222,2.376494
4410,1.994195,2.123404
4411,1.969062,1.544172
4412,1.744348,1.327718
4413,1.891709,1.928399
4414,2.004233,1.883816
4415,2.400926,1.115161
4416,2.103795,0.695603
4417,2.213013,2.142994
4418,2.895985,2.459403
4419,2.239124,2.94727
4420,1.915594,3.540448
4421,1.899923,1.12699
4422,2.280483,2.788665
4423,1.943474,1.220373
4424,2.234405,1.243457
4425,2.397543,1.729921
4426,1.937549,2.794292
4427,2.019523,2.064903
4428,1.993418,1.312527
4429,2.544159,3.878676
4430,2.368478,1.568793
4431,1.502451,1.833103
4432,2.63013,4.011199
4433,1.768583,1.594816
4434,2.117679,1.410757
4435,2.25802,2.337126
4436,2.401277,4.242633
4437,3.436051,2.012141
4438,1.932298,1.290381
4439,2.424245,1.583626
4440,2.258528,1.401611
4441,2.014918,1.736734
4442,1.766578,3.097733
4443,2.147068,1.763855
4444,1.680009,1.139593
4445,1.966742,0.970748
4446,2.512656,2.190462
4447,1.85309,0.812462
4448,1.74826,1.71458
4449,1.805708,1.140128
4450,1.749798,1.214371
4451,2.326852,1.292031
4452,2.140521,2.606671
4453,2.031198,2.117293
4454,1.99019,1.7329
4455,2.103147,1.039379
4456,1.761508,1.550714
4457,1.923593,1.03943
4458,2.236994,1.823878
4459,1.698489,0.713812
4460,1.966247,1.891706
4461,1.985808,1.179851
4462,2.387117,1.985269
4463,1.720242,0.688734
4464,1.831945,2.330125
4465,1.859845,0.840487
4466,2.20429,2.756061
4467,2.148643,2.261838
4468,2.244475,1.981669
4469,1.68492,2.123593
4470,2.238451,2.04053
4471,2.196608,2.091024
4472,2.66501,2.252395
4473,2.184075,1.996376
4474,1.861739,0.980427
4475,2.167161,1.586868
4476,2.05531,2.192759
4477,2.146424,1.659538
4478,2.138042,2.321261
4479,2.051608,1.686622
4480,2.022382,0.999876
4481,1.56917,0.823387
4482,2.03991,1.662185
4483,2.060115,1.409366
4484,1.991012,1.620797
4485,2.413656,2.409073
4486,1.971185,1.705403
4487,1.751951,0.822318
4488,2.140117,2.407741
4489,1.919917,1.11891
4490,1.850318,2.226303
4491,1.92208,1.292412
4492,2.349806,2.502349
4493,1.952667,1.147009
4494,2.125326,1.454626
4495,1.993758,1.456362
4496,2.065341,2.27125
4497,2.205516,2.397468
4498,1.76399,0.90385
4499,3.074416,1.98695
4500,2.062153,0.917583
4501,2.105612,5.416602
4502,1.907275,1.968906
4503,1.79802,2.208859
4504,2.055011,0.779029
4505,2.182532,1.810493
4506,1.283361,0.717756
4507,2.141069,1.34225
4508,2.59388,1.684826
4509,2.212854,2.667987
4510,2.157798,2.012554
4511,1.943809,1.251756
4512,2.055943,0.967722
4513,1.972595,1.54636
4514,2.144392,1.723528
4515,2.136418,1.507062
4516,1.668481,1.251284
4517,2.31953,1.027554
4518,1.571162,1.743078
4519,2.133713,1.722237
4520,2.370631,1.036289
4521,2.321176,1.548839
4522,1.790491,1.722903
4523,1.981299,1.821842
4524,2.000999,1.710728
4525,2.182548,1.758032
4526,2.087858,1.058635
4527,1.738345,1.063578
4528,2.039955,1.792543
4529,1.88926,1.150526
4530,2.272736,1.746322
4531,1.81451,1.069231
4532,1.825472,1.261994
4533,1.94548,0.855798
4534,2.0354,1.654683
4535,2.335304,1.650687
4536,2.149513,3.064579
4537,2.351171,1.770375
4538,1.91518,0.520341
4539,2.082042,1.539399
4540,1.884415,1.741676
4541,2.078551,1.238325
4542,2.490541,2.455326
4543,2.581347,2.095219
4544,2.070809,1.797715
4545,2.032841,1.160266
4546,1.86757,1.33646
4547,2.109841,1.705029
4548,1.865271,1.156331
4549,2.172995,1.183746
4550,1.698766,1.58905
4551,1.980837,2.252014
4552,2.349785,1.459803
4553,2.065613,1.077769
4554,2.186017,2.16969
4555,1.907577,2.279995
4556,2.17706,2.69546
4557,2.024759,3.002985
4558,1.835952,1.453386
4559,3.065578,1.62938
4560,2.015734,0.877721
4561,2.353115,1.862175
4562,1.829612,1.653738
4563,2.06546,1.449841
4564,2.203138,0.361739
4565,1.914437,0.804007
4566,1.974486,1.686095
4567,1.920623,1.066712
4568,1.653363,0.938247
4569,3.345869,3.64194
4570,1.668483,2.148937
4571,1.632047,2.786163
4572,1.892018,1.784962
4573,2.019265,1.431156
4574,1.610682,1.273524
4575,2.33506,2.155493
4576,2.054059,0.754082
4577,2.051526,1.442406
4578,2.708145,2.205998
4579,2.203746,1.825006
4580,2.097292,1.18371
4581,2.037991,1.818348
4582,1.834026,1.191756
4583,1.86977,1.155253
4584,2.61203,2.392822
4585,2.110595,1.221409
4586,1.839967,1.253735
4587,1.604968,1.645302
4588,2.205118,1.599152
4589,2.032872,1.745714
4590,2.062692,2.00625
4591,1.631082,1.659246
4592,2.092867,0.922597
4593,2.303474,1.694044
4594,1.969836,1.123257
4595,2.111748,1.128229
4596,1.836357,1.264707
4597,2.46061,1.842623
4598,2.214152,1.563341
4599,1.470121,1.34771
4600,2.014832,2.02552
4601,2.313816,2.108263
4602,1.890508,1.50755
4603,2.055313,2.850365
4604,2.195314,1.487475
4605,2.298111,1.795195
4606,2.055833,2.099321
4607,2.236738,1.990647
4608,2.080085,1.349962
4609,2.302387,2.365017
4610,1.755616,0.584618
4611,1.92048,2.251286
4612,1.881634,1.512111
4613,1.85178,1.538809
4614,1.991552,1.482011
4615,2.104659,2.662165
4616,2.046306,1.905273
4617,2.107426,1.088614
4618,1.683479,1.214871
4619,1.98998,1.015743
4620,2.501824,2.277882
4621,2.304434,1.806803
4622,2.021905,1.255757
4623,1.780158,1.221059
4624,2.159038,1.337865
4625,1.876979,1.569678
4626,1.928009,1.711008
4627,2.063817,1.326381
4628,1.958228,1.892011
4629,2.366476,2.105532
4630,1.834338,0.778032
4631,2.78271,3.488709
4632,1.888804,1.483739
4633,1.878846,2.525731
4634,2.116794,1.783368
4635,1.939751,1.361759
4636,2.239877,1.722477
4637,2.40161,1.46153
4638,2.101031,2.049255
4639,2.000936,0.638143
4640,2.686935,2.17557
4641,2.430899,2.766969
4642,1.772637,1.29225
4643,2.27726,3.362305
4644,2.426397,1.859578
4645,1.876121,1.49845
4646,2.278664,1.46345
4647,2.029147,1.517779
4648,1.778608,0.723795
4649,2.314955,2.183761
4650,2.238858,1.480234
4651,1.865962,0.987075
4652,2.459006,2.078514
4653,2.219467,1.367756
4654,2.363428,2.093321
4655,2.214642,3.524152
4656,1.946176,1.81015
4657,1.818803,2.747791
4658,1.615961,2.021957
4659,1.730748,1.267898
4660,2.199407,4.220787
4661,1.77405,1.699187
4662,1.973412,1.681951
4663,1.935351,1.510045
4664,2.130011,1.755048
4665,2.114604,2.137464
4666,2.134987,1.51405
4667,2.402435,1.752777
4668,2.123511,1.871797
4669,1.932359,1.952516
4670,2.678231,1.912376
4671,1.669354,1.40336
4672,2.361772,2.57864
4673,2.229294,1.293725
4674,2.513115,0.982426
4675,1.927467,1.663887
4676,2.510809,2.01957
4677,1.997497,0.793393
4678,2.173899,2.227896
4679,2.012169,2.282594
4680,1.805301,1.648242
4681,1.857835,1.717537
4682,1.656811,2.158106
4683,2.508275,1.94469
4684,1.866187,2.503422
4685,1.767949,1.350018
4686,1.823848,0.861863
4687,2.094462,1.374233
4688,2.425288,3.125316
4689,2.42953,1.371643
4690,1.970413,0.956713
4691,2.02569,2.151394
4692,1.84977,1.807357
4693,2.013533,4.134901
4694,1.91391,1.323334
4695,2.022413,4.356329
4696,2.111545,0.566326
4697,2.246483,2.053366
4698,1.988498,1.504043
4699,2.025732,0.680079
4700,2.375423,1.332727
4701,1.749141,0.980635
4702,1.989197,1.566139
4703,1.87596,1.678133
4704,1.914541,1.816921
4705,1.917339,1.252587
4706,2.459982,1.931784
4707,2.115342,1.331382
4708,2.189261,3.206442
4709,1.673294,1.690262
4710,2.189926,0.675475
4711,1.910648,0.656206
4712,2.057916,1.453426
4713,2.11062,2.802559
4714,1.946629,1.203587
4715,1.994662,1.339887
4716,1.64977,1.189201
4717,2.339449,2.882425
4718,1.775342,1.734022
4719,2.086718,1.387974
4720,2.396425,1.688088
4721,2.080433,1.999986
4722,2.145527,1.078188
4723,2.099656,3.933869
4724,1.602953,1.192867
4725,2.118723,1.800529
4726,1.84682,2.033801
4727,2.243725,0.614466
4728,1.957931,1.56393
4729,1.847979,1.249939
4730,1.792635,0.985631
4731,2.109248,2.071271
4732,1.890475,1.597464
4733,2.246176,1.388226
4734,1.920824,1.100844
4735,2.151763,2.35247
4736,2.324933,3.169674
4737,2.957894,2.623122
4738,2.317471,2.140957
4739,1.641172,1.603707
4740,2.364622,1.832086
4741,2.336404,2.139251
4742,2.449932,1.412657
4743,2.25249,2.322717
4744,2.088359,2.191248
4745,2.332682,1.359046
4746,1.95536,1.320589
4747,1.961288,1.379456
4748,2.323705,1.553061
4749,2.355463,1.634526
4750,2.405689,1.649054
4751,1.969069,1.35571
4752,2.062622,2.539655
4753,1.82588,1.051325
4754,1.720603,1.32975
4755,2.316028,2.703202
4756,2.060268,3.788837
4757,1.941654,1.408039
4758,1.961441,2.316455
4759,2.151155,2.367355
4760,1.691646,1.5574
4761,2.144667,1.197272
4762,2.086479,0.660373
4763,2.220953,0.933023
4764,2.099323,2.466604
4765,2.351935,1.328591
4766,2.287604,1.152558
4767,2.379171,1.649109
4768,2.142749,0.81154
4769,1.968515,3.088787
4770,1.346213,0.761793
4771,1.552821,0.460865
4772,2.214,2.741152
4773,1.994288,2.03328
4774,2.024732,1.443534
4775,2.051326,1.591644
4776,2.137604,2.056431
4777,2.15417,3.172009
4778,2.024225,1.773494
4779,2.052275,2.771586
4780,2.114714,0.967058
4781,2.165329,0.90915
4782,2.441429,2.049556
4783,1.90112,2.2344
4784,2.043675,1.048488
4785,1.635811,0.911623
4786,1.787994,1.497738
4787,1.913553,0.578615
4788,2.465602,3.299594
4789,2.14448,1.502529
4790,1.913221,2.364299
4791,2.222989,1.803858
4792,1.70729,1.844988
4793,2.11655,1.924928
4794,2.285651,1.79116
4795,1.943656,1.982536
4796,2.384542,2.98161
4797,2.067245,1.166349
4798,2.318306,1.712601
4799,2.845767,3.565288
4800,2.472444,3.302434
4801,2.019232,1.686995
4802,2.172325,2.042427
4803,1.950796,1.132255
4804,1.964359,2.330571
4805,2.087547,1.533667
4806,1.75795,1.035771
4807,1.969288,1.959432
4808,1.922264,1.693703
4809,1.92963,1.338592
4810,2.261171,1.682135
4811,2.078348,1.954547
4812,2.102304,1.477229
4813,1.905138,1.295676
4814,2.060174,1.407702
4815,2.008428,0.990011
4816,2.143041,2.274155
4817,2.216748,1.252482
4818,1.931567,2.269777
4819,2.193455,2.626341
4820,2.282847,0.821384
4821,1.892702,1.515863
4822,1.727113,2.061825
4823,2.242382,2.798627
4824,1.731111,1.287039
4825,2.465516,2.785634
4826,2.101678,1.511948
4827,2.066522,2.934369
4828,2.056064,1.454026
4829,2.105994,0.844883
4830,1.859148,1.829812
4831,2.190964,1.564006
4832,1.795013,0.490549
4833,2.415436,1.255952
4834,2.54228,1.756554
4835,2.380608,0.744824
4836,2.227431,0.648353
4837,2.134878,1.680976
4838,1.962874,1.668805
4839,2.421209,2.986289
4840,1.851194,1.893975
4841,1.892736,1.797179
4842,1.954425,1.890289
4843,1.735392,1.536647
4844,1.874451,1.15562
4845,2.517905,0.839089
4846,2.025479,2.510698
4847,1.61094,1.056032
4848,2.277061,3.160286
4849,2.101792,1.108739
4850,2.162559,1.664202
4851,1.922702,2.505014
4852,2.245164,2.332325
4853,2.085491,1.89154
4854,1.874952,0.866403
4855,1.98805,2.033272
4856,2.046214,2.109606
4857,2.211562,1.259912
4858,2.241209,2.635898
4859,1.94254,1.099377
4860,2.330924,1.896873
4861,2.212231,1.958992
4862,2.331333,2.080217
4863,2.01023,0.973632
4864,1.78235,2.465596
4865,2.401547,1.881165
4866,2.021976,2.050282
4867,1.719633,1.406897
4868,2.427958,1.998486
4869,2.062795,2.661582
4870,1.99429,1.921986
4871,2.145518,1.482777
4872,1.987341,2.076313
4873,2.05013,0.83993
4874,2.210255,0.863018
4875,2.312115,1.100901
4876,1.943741,1.021027
4877,2.578349,2.016739
4878,2.310363,1.221605
4879,2.186653,1.928457
4880,2.002663,1.494121
4881,2.101619,1.435297
4882,2.067186,1.354146
4883,1.824229,1.600717
4884,1.883336,1.557119
4885,2.117642,0.371912
4886,1.82778,1.076468
4887,1.955875,2.074013
4888,1.693563,1.109819
4889,1.517187,1.529004
4890,2.230252,1.387621
4891,2.169334,1.683312
4892,1.818449,0.452544
4893,1.815987,0.947913
4894,1.922013,1.903499
4895,1.797276,1.72118
4896,2.19198,1.190853
4897,1.77123,1.195371
4898,1.830387,1.09987
4899,1.646939,0.912743
4900,2.152854,2.256404
4901,2.405783,2.402996
4902,1.824846,1.59183
4903,2.378052,1.387986
4904,1.965975,3.076941
4905,1.789556,1.353731
4906,2.434883,2.463557
4907,2.373393,2.176117
4908,2.110578,1.45075
4909,2.001471,0.934277
4910,2.226373,2.750324
4911,1.720509,1.839554
4912,1.905736,1.357224
4913,2.173868,1.436588
4914,1.915782,1.526828
4915,1.998058,1.607325
4916,1.744077,1.265072
4917,1.823605,1.141427
4918,1.798206,1.231453
4919,1.874161,2.196697
4920,2.062873,1.518871
4921,1.727721,1.147411
4922,1.869278,1.816785
4923,1.836881,1.376846
4924,2.111072,1.317964
4925,2.688341,3.191985
4926,2.715767,2.729255
4927,1.854618,0.717638
4928,1.978632,2.031011
4929,2.679892,3.12541
4930,2.175105,1.414181
4931,2.645175,2.482699
4932,1.618937,1.144235
4933,2.010517,1.669701
4934,2.110188,2.270289
4935,2.131785,1.245769
4936,1.844797,0.933546
4937,1.866748,1.858306
4938,2.615292,2.243063
4939,2.362691,2.946815
4940,1.979682,1.278504
4941,1.860807,1.573105
4942,1.951981,3.062922
4943,2.401431,2.309116
4944,2.278854,1.573204
4945,2.26777,0.929206
4946,2.168333,1.446509
4947,2.341466,3.178977
4948,2.161757,0.490236
4949,1.940618,1.059192
4950,2.109018,1.890785
4951,1.796338,2.638697
4952,1.783021,1.12399
4953,2.315164,2.062433
4954,1.774698,2.905404
4955,2.184768,1.23227
4956,2.441238,1.622369
4957,2.175023,3.401315
4958,2.905037,2.016513
4959,2.146573,1.369107
4960,2.431983,2.914453
4961,2.15612,1.388389
4962,2.363983,1.031369
4963,1.904711,0.674637
4964,2.036812,0.998853
4965,1.718992,2.246006
4966,1.906121,0.734313
4967,1.955603,1.436906
4968,1.852015,3.706624
4969,2.50788,0.906568
4970,1.91906,1.387141
4971,1.916816,1.822221
4972,2.283565,2.349154
4973,1.748002,1.121296
4974,2.589902,1.720941
4975,2.184273,1.860459
4976,2.018027,0.920689
4977,2.12735,1.090142
4978,1.881017,0.707353
4979,2.018647,1.53897
4980,2.36224,2.185537
4981,1.786188,1.830979
4982,1.737784,1.160209
4983,1.775555,2.552096
4984,2.438312,1.349875
4985,1.535032,0.809214
4986,2.134646,1.405686
4987,2.311774,1.99815
4988,2.028344,1.574928
4989,2.179096,1.487411
4990,2.249355,1.899113
4991,2.707814,3.636537
4992,2.860877,2.888343
4993,1.996946,0.808956
4994,1.900436,2.611239
4995,1.927658,1.819835
4996,2.393327,1.777661
4997,1.64248,1.374423
4998,2.448191,2.366908
4999,2.146203,1.980463
5000,2.410879,2.819544
