Date,Russia_Total,Ukraine_Total,Russia_Destroyed,Ukraine_Destroyed,Russia_Damaged,Ukraine_Damaged,Russia_Abandoned,Ukraine_Abandoned,Russia_Captured,Ukraine_Captured,Russia_Tanks,Ukraine_Tanks,Russia_AFV,Ukraine_AFV,Russia_IFV,Ukraine_IFV,Russia_APC,Ukraine_APC,Russia_Artillery,Ukraine_Artillery,Russia_Aircraft,Ukraine_Aircraft,Russia_Vehicles,Ukraine_Vehicles,Russia_Antiair,Ukraine_Antiair,Russia_Engineering,Ukraine_Engineering,Russia_Logistics,Ukraine_Logistics,month
2024-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03
2024-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2024-03
2024-03-13,85,29,72,23,1,2,11,3,1,1,14,8,10,1,31,1,2,2,7,0,0,2,8,3,0,3,3,0,3,0,2024-03
2024-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03
2024-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03
2024-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03
2024-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03
2024-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03
2024-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03
2024-03-20,106,40,93,28,8,6,7,4,0,2,23,10,9,1,34,6,8,6,11,3,1,2,14,4,0,2,3,1,3,1,2024-03
2024-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03
2024-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03
2024-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03
2024-03-24,45,18,32,12,4,3,8,2,1,1,6,6,3,1,23,1,1,0,2,1,0,1,9,0,0,0,1,0,1,0,2024-03
2024-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03
2024-03-26,28,14,27,13,3,3,0,0,0,2,8,0,0,0,15,0,0,3,3,2,0,0,0,1,1,3,2,0,2,0,2024-03
2024-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03
2024-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03
2024-03-29,27,19,28,15,2,1,2,2,0,1,9,2,3,2,4,2,0,2,3,2,1,0,2,2,2,2,2,2,2,2,2024-03
2024-03-30,3,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03
2024-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03
2024-04-01,30,19,26,12,3,2,0,3,1,2,5,4,1,0,10,4,2,3,2,2,0,0,4,3,2,0,3,0,3,0,2024-04
2024-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04
2024-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04
2024-04-04,85,33,70,26,0,2,15,1,2,4,13,4,6,1,39,4,2,1,5,3,0,3,10,3,0,5,1,0,3,0,2024-04
2024-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04
2024-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04
2024-04-07,56,20,39,11,1,3,15,3,1,3,15,3,3,0,25,4,1,2,2,5,0,0,8,5,0,1,0,1,0,1,2024-04
2024-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04
2024-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04
2024-04-10,72,8,71,6,1,2,0,0,0,0,14,1,5,0,39,0,0,1,2,2,2,0,5,1,0,0,1,0,1,0,2024-04
2024-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04
2024-04-12,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04
2024-04-13,64,25,50,24,8,0,7,1,0,0,11,2,3,1,29,2,0,2,2,3,0,0,12,4,3,3,2,2,2,2,2024-04
2024-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04
2024-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04
2024-04-16,64,5,51,0,5,3,7,2,1,0,13,2,8,2,14,3,2,1,4,3,0,0,20,1,3,1,0,0,0,0,2024-04
2024-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-04
2024-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04
2024-04-19,0,-16,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04
2024-04-20,-39,23,0,17,0,3,0,1,0,2,0,4,0,0,0,1,0,2,0,3,1,2,0,5,4,2,2,0,2,0,2024-04
2024-04-21,2,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04
2024-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04
2024-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04
2024-04-24,48,15,38,14,2,0,7,1,1,0,8,1,2,1,18,0,1,2,4,2,0,1,10,1,2,3,1,0,1,0,2024-04
2024-04-25,0,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2024-04
2024-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04
2024-04-27,38,18,36,14,0,1,4,0,0,5,6,2,7,1,11,0,0,2,5,2,0,0,4,0,3,0,0,0,0,0,2024-04
2024-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04
2024-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04
2024-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04
2024-05-01,60,21,51,18,1,2,5,0,3,1,12,0,4,3,22,3,3,3,0,3,1,0,8,2,1,1,3,0,3,0,2024-05
2024-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05
2024-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05
2024-05-04,51,10,43,7,1,1,7,1,0,1,21,3,5,2,16,1,3,1,2,1,0,0,1,0,0,0,0,0,0,0,2024-05
2024-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05
2024-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05
2024-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05
2024-05-08,100,45,77,37,4,2,19,4,0,2,31,8,7,2,30,6,2,7,5,4,0,0,12,9,4,0,4,0,4,1,2024-05
2024-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05
2024-05-10,0,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05
2024-05-11,39,30,35,21,2,3,3,4,0,2,5,6,6,0,13,2,4,0,1,4,1,0,3,2,1,4,1,0,1,0,2024-05
2024-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05
2024-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05
2024-05-14,67,21,67,16,1,0,0,3,0,2,16,4,7,0,32,2,1,5,1,2,0,0,4,0,1,2,2,0,2,0,2024-05
2024-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05
2024-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05
2024-05-17,48,42,45,26,1,9,2,5,0,2,15,3,3,0,8,4,0,7,8,4,3,2,3,7,1,3,2,1,2,1,2024-05
2024-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05
2024-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05
2024-05-20,42,20,39,18,0,1,0,1,4,0,12,5,9,0,8,3,1,0,5,2,0,0,4,2,0,0,2,0,2,0,2024-05
2024-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05
2024-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05
2024-05-23,25,11,19,10,2,1,5,0,0,0,6,0,2,0,7,0,4,1,3,1,0,2,3,0,0,2,0,0,0,0,2024-05
2024-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05
2024-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05
2024-05-26,86,17,79,16,0,0,2,1,5,0,12,2,10,3,30,3,0,0,3,1,1,0,7,2,7,2,4,1,5,1,2024-05
2024-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05
2024-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05
2024-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05
2024-05-30,58,19,51,14,5,2,2,1,0,2,11,4,6,1,20,1,1,1,5,4,0,0,5,3,2,1,5,1,6,1,2024-05
2024-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05
2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06
2024-06-02,40,14,38,13,0,2,3,1,0,0,2,2,9,3,9,1,4,4,3,5,0,0,6,4,1,1,4,0,4,0,2024-06
2024-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06
2024-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06
2024-06-05,70,23,58,18,3,0,9,3,0,2,14,4,4,1,19,2,5,5,6,1,0,0,4,0,4,2,8,0,8,0,2024-06
2024-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06
2024-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06
2024-06-08,57,21,46,20,5,0,6,1,0,0,13,2,6,0,15,5,1,1,5,0,0,0,13,2,1,4,1,0,2,0,2024-06
2024-06-09,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2024-06
2024-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06
2024-06-11,94,28,87,23,3,1,5,1,0,3,23,1,10,1,31,4,2,0,6,3,1,2,11,4,1,1,6,1,6,1,2024-06
2024-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06
2024-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06
2024-06-14,71,26,69,18,3,3,0,4,0,1,5,3,8,1,15,6,1,0,4,2,2,0,21,3,6,6,3,1,3,1,2024-06
2024-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06
2024-06-16,0,16,0,10,0,1,0,4,0,1,3,1,2,1,9,7,0,2,4,1,0,0,10,1,0,0,7,0,8,0,2024-06
2024-06-17,50,7,46,6,2,1,2,0,0,0,2,1,0,0,1,0,1,0,0,2,0,0,4,1,0,0,2,0,2,0,2024-06
2024-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06
2024-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06
2024-06-20,62,22,53,17,1,1,4,3,4,1,14,5,13,0,19,6,2,0,1,1,0,1,6,1,0,1,3,0,3,0,2024-06
2024-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06
2024-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06
2024-06-23,34,4,26,3,3,0,5,1,0,0,7,0,4,1,12,1,2,0,0,0,2,0,4,1,0,0,1,0,3,0,2024-06
2024-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06
2024-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06
2024-06-26,51,14,48,9,1,2,0,1,2,2,13,2,6,0,14,1,0,1,6,1,0,0,6,1,3,2,1,0,1,0,2024-06
2024-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06
2024-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06
2024-06-29,54,18,48,18,2,0,1,0,3,0,7,4,13,2,15,5,0,5,3,1,0,1,7,4,2,0,3,2,3,2,2024-06
2024-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06
2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07
2024-07-02,33,11,27,11,1,0,5,0,0,0,4,0,1,0,14,3,0,0,3,1,0,2,8,0,0,2,0,2,0,2,2024-07
2024-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07
2024-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07
2024-07-05,45,18,44,13,1,1,0,1,1,3,13,0,9,0,7,1,1,1,4,4,0,1,4,1,1,1,2,2,3,2,2024-07
2024-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07
2024-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07
2024-07-08,57,15,52,12,0,0,5,1,0,2,12,3,3,0,12,0,2,2,4,2,0,0,14,0,1,1,5,0,5,0,2024-07
2024-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07
2024-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07
2024-07-11,45,13,33,11,2,0,8,1,2,1,11,2,10,0,11,1,1,2,5,0,0,2,2,3,2,0,0,1,0,1,2024-07
2024-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07
2024-07-13,31,11,26,9,1,0,2,0,2,2,2,2,0,1,6,0,0,0,1,2,0,0,17,2,1,1,0,0,0,0,2024-07
2024-07-14,22,3,19,3,0,0,3,0,0,0,14,1,2,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-07
2024-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07
2024-07-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07
2024-07-17,62,20,59,19,0,0,3,0,0,1,8,1,5,0,22,1,1,2,10,4,0,0,7,1,1,1,1,3,1,3,2024-07
2024-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07
2024-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07
2024-07-20,41,18,36,18,0,1,4,0,1,0,9,1,5,0,13,1,2,4,3,3,0,0,4,4,0,1,0,1,0,1,2024-07
2024-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07
2024-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07
2024-07-23,36,17,37,15,1,1,0,0,0,1,7,2,2,0,8,1,0,1,2,5,1,0,5,1,2,2,0,1,1,1,2024-07
2024-07-24,32,0,31,0,0,0,1,0,0,0,8,0,2,0,10,0,2,0,0,0,0,0,7,0,1,0,1,0,1,0,2024-07
2024-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07
2024-07-26,23,14,24,10,0,1,0,2,0,1,4,2,3,0,6,2,1,3,1,0,0,0,3,0,2,2,1,1,1,1,2024-07
2024-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07
2024-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07
2024-07-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07
2024-07-30,68,27,56,23,0,1,9,1,3,2,15,6,11,1,20,3,0,1,5,1,1,0,11,2,1,1,0,0,0,0,2024-07
2024-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07
2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08
2024-08-02,47,13,37,11,0,1,5,0,5,1,10,3,4,0,14,1,4,2,2,2,1,0,8,1,1,0,0,0,0,0,2024-08
2024-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08
2024-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08
2024-08-05,52,16,50,13,0,1,1,2,1,0,8,2,0,1,16,3,2,2,7,1,1,0,11,2,1,2,3,0,3,0,2024-08
2024-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08
2024-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08
2024-08-08,32,16,33,12,1,1,0,2,2,1,5,1,4,0,3,0,2,1,3,4,1,0,9,0,1,2,0,1,0,1,2024-08
2024-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08
2024-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08
2024-08-11,47,16,45,15,0,0,2,1,0,0,4,3,6,0,14,1,0,1,2,1,1,0,16,2,0,0,0,1,0,1,2024-08
2024-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08
2024-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08
2024-08-14,56,36,49,26,1,1,0,2,6,7,8,6,8,0,14,10,0,1,4,3,0,0,16,2,1,1,0,0,0,0,2024-08
2024-08-15,16,3,14,3,0,0,1,0,1,0,3,0,2,0,5,0,0,1,0,1,1,0,4,0,0,0,1,0,1,0,2024-08
2024-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08
2024-08-17,34,20,26,7,3,3,4,7,1,3,5,1,3,0,14,3,0,3,7,2,0,1,2,0,0,0,1,1,1,1,2024-08
2024-08-18,11,4,7,4,0,0,4,0,0,0,6,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,2024-08
2024-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08
2024-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08
2024-08-21,35,19,26,17,5,2,0,0,5,0,2,2,0,0,10,4,3,1,6,0,0,0,8,3,0,1,3,2,3,2,2024-08
2024-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08
2024-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08
2024-08-24,31,20,23,17,6,1,2,2,0,0,0,3,4,0,7,3,2,2,2,2,4,1,4,0,1,0,5,0,5,0,2024-08
2024-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08
2024-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08
2024-08-27,40,33,32,26,1,2,1,3,6,2,6,6,2,0,11,7,1,3,2,1,3,0,6,4,0,1,2,0,4,0,2024-08
2024-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08
2024-08-29,19,13,18,12,0,0,1,1,0,0,3,3,3,0,3,1,0,0,1,0,0,1,5,1,0,0,1,1,1,2,2024-08
2024-08-30,14,10,13,9,0,0,1,1,0,0,0,0,4,0,5,2,0,1,5,0,0,0,0,4,0,0,0,0,0,0,2024-08
2024-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08
2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09
2024-09-02,50,20,48,17,1,0,0,1,2,2,9,3,7,1,11,3,0,2,1,2,0,0,8,1,2,1,6,0,6,0,2024-09
2024-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09
2024-09-04,36,23,34,17,1,1,1,4,0,1,2,8,7,0,16,3,3,1,4,2,0,1,2,2,0,0,0,0,0,1,2024-09
2024-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09
2024-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09
2024-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09
2024-09-08,64,39,53,33,6,1,0,2,6,3,12,1,10,1,14,4,2,3,2,1,0,1,9,10,1,4,5,1,5,1,2024-09
2024-09-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09
2024-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09
2024-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09
2024-09-12,59,31,38,26,19,1,0,3,2,1,3,3,6,2,10,7,1,2,6,2,1,0,10,3,2,0,14,1,15,2,2024-09
2024-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09
2024-09-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09
2024-09-15,45,21,41,20,1,0,1,0,2,1,5,7,8,3,14,2,0,3,2,0,0,0,5,0,1,0,2,0,3,0,2024-09
2024-09-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09
